Indiana,100.0,6.758279459975476,93.24172054002452,90.15123313482569,78.29731622763948,8.90590205753249,0.2020190737589163,2.4068001661602065,0.03776543409354003,0.30143017564104463,3.0904874051988425,2.961014170415125,0.5590478257528677,1.2646316984296242,0.2992154765483587,0.023764684177168996,0.6017818891152162,0.06362926784551569,0.0230713870698934,0.00446791469133161,0.04159782643653568,0.0033701942714785852,0.0006162640953560842,0.0015406602383902103,0.0649195707951675,0.008646955587965055,0.0007125553602554723,0.11874638787392547,0.0656899009143626,0.009725417754838202,0.001752501021168864,0.010168357573375388,0.008300307034327258,0.0017910175271286196,0.004853079750929163,0.0087817633588242,0.0024072816224847034,0.0004621980715170631,0.0009051378900542486,0.00026961554171828683,0.0013865942145511894,0.000885879637074371,0.0005007145774768184,0.0003273903006579197,0.0,0.00017332427681889868,0.0,0.00036590680661767493,0.00853140607008579,0.0036398098131968717,0.0006162640953560842,0.002022116562887151,0.0005007145774768184,0.00013480777085914342,1.925825297987763e-05,0.0005777475893963289,0.00019258252979877628,5.7774758939632886e-05,0.00026961554171828683,0.00017332427681889868,0.00011554951787926577,0.0,0.00013480777085914342,7.703301191951052e-05,0.001906567045007885,0.0011747534317725354,0.0005007145774768184,7.703301191951052e-05,0.0,1.925825297987763e-05,0.00013480777085914342,0.00028887379469816446,0.00028887379469816446
Iowa,100.0,5.4734025467500755,94.52659745324993,91.96450108424014,85.45636652826433,3.5425449460696137,0.2719069361573779,2.317127075882116,0.14068796291421218,0.23586763495248975,2.562096369009793,2.461080207648413,0.4320634683521468,0.9120432896086409,0.2829676956438158,0.024284693337382143,0.6553193886134583,0.03534545282382006,0.014203484506569724,0.001918286700599934,0.020325676104229088,0.004244719507710493,0.0007346629917191237,0.0015101405940893097,0.068650175115087,0.006734410757425299,0.0007346629917191237,0.09207776162879683,0.048038796736300474,0.007632332191748674,0.001918286700599934,0.006407893872216801,0.006571152314821051,0.0006938483810680612,0.004081461065106242,0.010530169547974106,0.001836657479297809,0.0005305899384638116,0.001142809098229748,0.0004081461065106243,0.0006938483810680612,0.0008571068236723109,0.0004081461065106243,0.0,4.081461065106242e-05,0.0,0.0001632584426042497,0.00012244383195318727,0.006856854589378487,0.0022039889751573707,0.0004489607171616867,0.0015917698153914345,0.0003265168852084994,0.0001632584426042497,0.00024488766390637454,0.0006938483810680612,8.162922130212485e-05,0.00012244383195318727,0.0004489607171616867,0.0,0.0,0.0,0.000285702274557437,0.00024488766390637454,0.0019591013112509963,0.0012244383195318728,0.0005305899384638116,8.162922130212485e-05,0.0,8.162922130212485e-05,4.081461065106242e-05,0.00012244383195318727,0.00012244383195318727
Kansas,100.0,10.83677684096826,89.16322315903173,85.15688220063912,75.53805741312581,5.495317846370815,0.7623414536117805,2.9506808366332993,0.09747384399519853,0.3130108069022068,4.006340958392619,3.82260747242652,0.5709374534610616,1.906459200938763,0.3898505191726969,0.03633401455872563,0.6994073518514199,0.11277001555634104,0.028573786757911397,0.005876241860732171,0.029156925263174895,0.005517387395954634,0.0012111338186241878,0.0033194037991922183,0.026016948696371445,0.006100525901218131,0.0010765633943326115,0.16924473695070597,0.09227045425592424,0.01336732881296326,0.002556838061539952,0.010586206710937346,0.014937317096364984,0.002467124445345568,0.007042518871259166,0.015789596450211635,0.002467124445345568,0.00022428404048596072,0.002556838061539952,0.00062799531336069,0.002063413172470839,0.0009868497781382272,0.0,0.0004037112728747293,0.0,0.0,0.0,0.0008971361619438429,0.012559906267213799,0.005158532931177096,0.0014354178591101485,0.00251198125344276,0.0005382816971663057,0.0006728521214578822,8.971361619438428e-05,0.0018391291319848778,8.971361619438428e-05,0.0,0.0,0.00013457042429157644,0.0,4.485680809719214e-05,4.485680809719214e-05,0.0,0.0013905610510129565,0.0011662770105269958,0.00017942723238876856,0.0,0.0,0.0,4.485680809719214e-05,0.0005382816971663057,0.0005382816971663057
Kentucky,100.0,3.8197135394242085,96.18028646057579,93.1282470794225,83.39920778437957,7.634002124056373,0.19107896323086196,1.5778581474784008,0.06862998363902523,0.2574700766382502,3.052039381153305,2.9189127127644308,0.5515944774534287,1.4389333792588765,0.251040500588421,0.02296277160653291,0.4845431843623525,0.056746749332644446,0.020896122161944947,0.005224030540486237,0.0396681879502856,0.003214788024914607,0.0011768420448348116,0.00163609747696547,0.034587674732340194,0.006257355262780218,0.00043055196762249205,0.12112862022446108,0.06360687735009615,0.009041591320072333,0.0015786905479491375,0.009041591320072333,0.01047676454548064,0.001664800941473636,0.01024713682941531,0.008209190849335515,0.0026694221992594504,0.0003157381095898275,0.0009472143287694825,0.0003444415740979936,0.0011481385803266454,0.0010907316513103131,2.8703464508166136e-05,5.740692901633227e-05,0.00014351732254083067,0.0002296277160653291,0.0,0.00028703464508166135,0.009816584861792819,0.0036453399925370994,0.00043055196762249205,0.0030999741668819424,0.0006601796836878211,0.0003157381095898275,0.00011481385803266455,0.0008611039352449841,0.0002583311805734952,0.0,5.740692901633227e-05,0.0002583311805734952,5.740692901633227e-05,2.8703464508166136e-05,2.8703464508166136e-05,0.0,0.0018083182640144667,0.0008898073997531501,0.00040184850311432587,0.00014351732254083067,0.0002296277160653291,2.8703464508166136e-05,0.00011481385803266455,0.00037314503860615974,0.00037314503860615974
Louisiana,100.0,6.264080471681098,93.7359195283189,90.99390345683632,58.313457766146826,29.869672666492654,0.5470028690273874,1.903993448624693,0.03702512891578548,0.3227515776289802,2.7420160714825847,2.5612595041433415,0.508941484612446,0.9788133362161775,0.25164204486258135,0.020445040929291527,0.4756132672071626,0.1360575463486277,0.03402839003984823,0.006329560616465595,0.12395856322334835,0.004873201536570857,0.0011762900260688274,0.004173028902006079,0.009830423789289488,0.004509111766597172,0.000868214066860325,0.15812698779010953,0.0770750036128908,0.010250527370028354,0.0015683867014251035,0.02576635295198384,0.010754651666914994,0.0017084212283380589,0.007029733251030373,0.008318050898629565,0.0024366007682854285,0.0007281795399473694,0.0023245731467550637,0.0005881450130344137,0.004957222252718631,0.0023245731467550637,0.0014003452691295566,0.0002520621484433202,2.8006905382591133e-05,0.00014003452691295566,2.8006905382591133e-05,0.00044811048612145813,0.019156723281692333,0.004285056523536443,0.0007001726345647783,0.009466334019315802,0.0009522347830080984,0.0006721657291821871,0.0003640897699736847,0.0004761173915040492,0.00030807595920850244,0.0,0.00019604833767813794,0.0005881450130344137,0.00044811048612145813,0.0,0.0007001726345647783,0.0,0.0029127181597894776,0.0011762900260688274,0.0011762900260688274,2.8006905382591133e-05,0.00019604833767813794,0.00011202762153036453,0.00022405524306072906,0.0005601381076518226,0.0005601381076518226
Maine,100.0,1.5905088349090386,98.40949116509096,95.1900980555543,91.66000801740407,1.490966907939482,0.5047361238103388,1.2013494462135783,0.029907619686780743,0.30312994050005176,3.2193931095366572,3.1171486868122713,0.27952814424120676,1.5303332627681665,0.3197052477963399,0.024682794560776877,0.8906525176000036,0.0158546417616669,0.008377736839971714,0.0018016638365530567,0.02243071476508556,0.00540499150965917,0.00045041595913826416,0.0023421629875189738,0.010990149402973647,0.004414076399554989,0.00018016638365530568,0.09458735141903547,0.03909610525320133,0.006846322578901616,0.0009008319182765283,0.010359567060180076,0.009188485566420589,0.002702495754829585,0.0055851578933144765,0.013062062815009663,0.002882662138484891,0.0006305823427935699,0.00036033276731061136,9.008319182765284e-05,0.00045041595913826416,0.00045041595913826416,0.0006305823427935699,0.0,0.0006305823427935699,0.00036033276731061136,0.0,0.00036033276731061136,0.006125657044280392,0.0009909151101041812,9.008319182765284e-05,0.0018917470283807097,0.0006305823427935699,0.00045041595913826416,0.0,0.0009008319182765283,0.00036033276731061136,9.008319182765284e-05,0.0,0.00036033276731061136,0.00036033276731061136,0.0,0.0,0.0,0.001531414261070098,0.0014413310692424455,0.0,0.0,0.0,9.008319182765284e-05,0.0,0.0,0.0
Maryland,100.0,10.2230809839338,89.7769190160662,86.3470732899679,49.8703896534351,28.840763066637702,0.20327288450204167,6.908661360416447,0.04226198610151765,0.48172433887508764,3.429845726098303,3.1707704058936677,0.7250370804796975,0.6968762681191776,0.5617625179587481,0.024131905577377648,0.5638392740325328,0.23515109023463607,0.1026540527271753,0.014599595198706098,0.1884656136959571,0.00953231037867155,0.001100680719105865,0.0039043014187151444,0.021743636092525297,0.0199576258690705,0.0020144533915711117,0.23284589099273506,0.12863427121022128,0.0291576552759365,0.0029074585032985117,0.019563042215051413,0.012647444489348526,0.0012460536442707906,0.003592788007647447,0.01256437424639714,0.005586473838480712,0.0003322809718055442,0.004527328240850539,0.0013291238872221768,0.0035512528861717536,0.0024505721670658883,0.0034681826432203674,0.0004568863362326232,0.00031151341106769765,0.00026997828959200466,0.0,0.00024921072885415816,0.022657408764990547,0.01065375865851526,0.0012460536442707906,0.005254192866675168,0.0012668212050086372,0.0017860102234548002,8.307024295138605e-05,0.0008722375509895535,0.0001661404859027721,0.0002907458503298512,0.00018690804664061862,0.00031151341106769765,0.00020767560737846512,6.230268221353954e-05,0.00020767560737846512,6.230268221353954e-05,0.002990528746249898,0.0013914265694357163,0.001017610476154479,0.00026997828959200466,0.00018690804664061862,2.0767560737846512e-05,0.00010383780368923256,0.0005814917006597024,0.0005814917006597024
Massachusetts,100.0,10.973488639892876,89.02651136010712,85.20215413077229,70.43043948300438,6.205547128628996,0.13118579422051538,7.19918682463814,0.024559816926074948,1.2112350833541823,3.8243572293348382,3.6336346251396825,0.4544713786320411,0.5222183358896613,0.49922992349731793,0.020675446168536137,1.392229104424775,0.06940664294493216,0.03248746451759735,0.007962960052954566,0.5790360863340245,0.006868273748557266,0.0006885929979273351,0.010099363969600915,0.013895453573559301,0.019227635249817125,0.005137963138380885,0.17239543671185897,0.05409869091408602,0.012412330193408117,0.0010770300736812164,0.06024305920328377,0.007592179207916771,0.0008121866129399337,0.005402806599122167,0.011247018966146473,0.005402806599122167,0.0007945303822238482,0.0017303106101763807,0.0002118747685930262,0.005491087752702595,0.0006885929979273351,0.003301715143907991,0.0012889048422742425,0.00017656230716085514,0.0001235936150125986,0.0,0.0003001559221734538,0.015643420414451766,0.003849058296106642,0.0003001559221734538,0.007292023285743318,0.00051203069076648,0.0016596856873120384,0.0003884370757538813,0.0002648434607412827,8.828115358042757e-05,3.531246143217103e-05,0.0006532805364951641,3.531246143217103e-05,0.0002824996914573682,0.0,0.0002824996914573682,0.0,0.0023482786852393736,0.001271248611558157,0.0007592179207916771,0.0001235936150125986,0.0001059373842965131,8.828115358042757e-05,0.0,0.00033546838360562476,0.00033546838360562476
Michigan,100.0,4.645148296781064,95.35485170321894,91.89630760965618,74.90959115821617,12.90672607416014,0.4605411617665677,3.269349488451851,0.02508022513324107,0.32501950192820817,3.458544093562759,3.294935108549994,0.5874711072016003,1.2813404893891065,0.37953898376696643,0.02068328893859729,0.8164782006726302,0.10625929137055787,0.02673539364329375,0.0038915412297421906,0.04481589851264789,0.00512975889375107,0.0005812042096368207,0.0026280538174882325,0.010714373255913562,0.008023145067812633,0.0006443785802495186,0.15091093651961274,0.08707955245254279,0.011674623689226572,0.0016425336359301454,0.011308212339672923,0.009412981221291987,0.0014782802723371307,0.005294012257344083,0.010120534172154203,0.006279532438902171,0.00030323697894094986,0.0020847542302190303,0.0002779672306958707,0.0016046290135625267,0.0010739643004158642,0.0008086319438425331,2.526974824507916e-05,0.000240062608328252,5.053949649015832e-05,0.0,0.00015161848947047493,0.010600659388810708,0.004131603838070442,0.000720187824984756,0.003032369789409499,0.0003916810977987269,0.0004674903425339644,0.00013898361534793536,0.0005685693355142811,0.00032850672718602906,0.0,0.0004422205942888853,0.00022742773420571244,0.0001263487412253958,0.0,1.263487412253958e-05,1.263487412253958e-05,0.0016678033841752244,0.0009981550556806267,0.00042958572016634573,0.0,7.580924473523747e-05,6.31743706126979e-05,0.00010107899298031663,0.00042958572016634573,0.00042958572016634573
Minnesota,100.0,4.984400891950459,95.01559910804954,91.98354170497237,79.95048111964526,5.863546708352387,0.9013374927916923,4.891305214611054,0.042401139385372585,0.3344700301866037,3.03205740307717,2.880087709525082,0.5252637653897795,0.9607355424304169,0.4280897409520502,0.024128321659919166,0.7606459099305017,0.06390929391508335,0.02476627539596991,0.003918858664311705,0.032877401468615064,0.008817431994701337,0.00132147559610511,0.0021872699521739754,0.025814342248053273,0.014877992487183396,0.0027340874402174693,0.13943845945109093,0.0764633120780819,0.013374244395063788,0.001868293084148604,0.007928853576630661,0.009888282908786515,0.0014353959061141714,0.004853005206386008,0.013510948767074659,0.002893575874230155,0.00043289717803443264,0.0012531234100996735,0.0005012493640398694,0.001139203100090612,0.0009797146660779263,0.0010480668520833633,4.556812400362449e-05,0.0005468174880434939,0.00022784062001812244,0.0,0.0010480668520833633,0.010867997574864442,0.0037821542923008327,0.000660737798052555,0.0028480077502265307,0.00043289717803443264,0.001503748092119608,0.0,0.0011164190380888,6.835218600543673e-05,0.0,4.556812400362449e-05,6.835218600543673e-05,0.0002506246820199347,9.113624800724898e-05,0.0,0.0,0.0013898277821105468,0.0007746581080616164,0.0006151696740489305,0.0,0.0,0.0,0.0,0.00027340874402174693,0.00027340874402174693
Mississippi,100.0,3.013568235672741,96.98643176432726,94.64629199433263,57.756040461907475,35.09783767906466,0.4259309913641514,1.129171553025796,0.033675813872415646,0.20363549509812745,2.3401397699946305,2.2183448447246423,0.5057518904776477,0.9196526693241435,0.19138575315496714,0.01615736571714336,0.35853545773421924,0.11801901915130801,0.026519154600963556,0.006454165109837158,0.05457501518045978,0.0040832473143867735,0.0009220235871195938,0.003205129612368112,0.008605553479782877,0.0035563766931755764,0.0009220235871195938,0.10620833605915704,0.059009509575654005,0.006673694535341822,0.0014488942083307904,0.009000706445691274,0.0074200945820576845,0.0011854588977251923,0.004654023820698902,0.005005270901506367,0.0016245177487345225,0.00035124708080746435,0.00201967071464292,0.0006146823914130626,0.00302950607196438,0.0024587295656522505,0.0009659294722205269,0.0,0.0003073411957065313,0.00013171765530279914,4.3905885100933044e-05,0.0002634353106055983,0.01211802428785752,0.0039515296590839745,0.0009659294722205269,0.0035563766931755764,0.0006585882765139957,0.0002634353106055983,4.3905885100933044e-05,0.0007464000467158617,4.3905885100933044e-05,0.0,8.781177020186609e-05,0.0002634353106055983,0.0004390588510093304,0.0,0.001097647127523326,0.0,0.00302950607196438,0.0011854588977251923,0.0009659294722205269,0.0003073411957065313,0.00035124708080746435,0.0,0.0002195294255046652,0.0004390588510093304,0.0004390588510093304
Missouri,100.0,4.128748315399157,95.87125168460085,91.76304523901858,77.97203792937952,10.766557249625809,0.39035834569475075,2.189415723052878,0.13275785386249972,0.31191813740312235,4.108206445582263,3.9432432953095855,0.5291677799620237,1.9606492319727817,0.3665079993935856,0.0372098905857511,0.8338617123836694,0.10605970501791184,0.026363113251244026,0.00466955858222988,0.04483195033432364,0.004376402438054012,0.001193564301287458,0.0028268628188387163,0.018112861765151776,0.006407555722701091,0.0010051067800315434,0.15091259507681948,0.07854490691454832,0.011202752652434913,0.001842695763391163,0.011830944389954627,0.014846264730049259,0.0025965258484148207,0.007098566633972777,0.012794171720818192,0.0026174655729988114,0.0003978547670958194,0.0018845752125591442,0.0007747698096076482,0.0019264546617271253,0.0009632273308635627,0.0006700711866876957,0.00014657807208793346,0.00016751779667192394,6.281917375197147e-05,2.0939724583990492e-05,0.0005234931145997623,0.011265571826186885,0.0044392216118059845,0.0007747698096076482,0.0032456573105185257,0.0005863122883517338,0.0006072520129357243,4.1879449167980984e-05,0.0008375889833596196,0.0001884575212559144,0.0,6.281917375197147e-05,0.0002093972458399049,0.00014657807208793346,8.375889833596197e-05,0.0,4.1879449167980984e-05,0.0025755861238308305,0.001528599894631306,0.0009004081571115911,6.281917375197147e-05,0.0,2.0939724583990492e-05,6.281917375197147e-05,0.0002093972458399049,0.0002093972458399049
Montana,100.0,3.51807914854674,96.48192085145327,92.30252563452582,85.58208635691541,0.4447591701436145,5.024802293315203,0.7841218270767878,0.07551848379587424,0.3912375032789373,4.179395216927433,4.03635709185612,0.22232077005327464,2.1798022168556788,0.3934724739831766,0.054933227309459924,1.074903278702023,0.03646531149021965,0.011527743632392019,0.0022349707042392686,0.007881212483370054,0.011998263780652916,0.004117051297282863,0.006234391964456908,0.02529045796902331,0.004469941408478537,0.0007057802223913481,0.13186327155011687,0.047875425085546444,0.007881212483370054,0.0016468205189131455,0.005175721630869885,0.024467047709566734,0.0054109817050003355,0.009410402965217973,0.025408088006088528,0.0010586703335870222,0.0011763003706522467,0.00011763003706522468,0.0,0.00011763003706522468,0.0004705201482608987,0.0,0.0,0.0010586703335870222,0.00023526007413044936,0.0,0.00035289011119567405,0.008939882816957075,0.0017644505559783702,0.0014115604447826962,0.00023526007413044936,0.0009410402965217974,0.0,0.0,0.0019997106301088198,0.00035289011119567405,0.0,0.00023526007413044936,0.0005881501853261233,0.00011763003706522468,0.0004705201482608987,0.0008234102594565728,0.0,0.0019997106301088198,0.0010586703335870222,0.0004705201482608987,0.00035289011119567405,0.0,0.0,0.00011763003706522468,0.00023526007413044936,0.00023526007413044936
Nebraska,100.0,9.843123254299934,90.15687674570006,87.35732088092692,79.21100284731598,4.477121548484649,0.6850359081569539,2.6280936531883774,0.0638156472986403,0.2922512764823081,2.799555864773153,2.6696212453264523,0.4538227401842796,0.9646866428159637,0.3999655856169558,0.029604498799900007,0.6607832523895302,0.06984493881624006,0.02059443394775653,0.003996946062229063,0.02621725637428216,0.004674394547352633,0.000880683030660641,0.002574304243469566,0.024388145464448518,0.0067067400027233425,0.000880683030660641,0.11997612671538424,0.059818701236411226,0.01124564485305126,0.0018968557583459958,0.006638995154210985,0.009145554549168195,0.001016172727685355,0.0053518430324762025,0.016597487885527465,0.001964600606858353,0.000338724242561785,0.00135489697024714,0.000338724242561785,0.001287152121734783,0.001829110909833639,0.0,0.0,6.7744848512357e-05,0.0,0.000270979394049428,0.0008129381821482841,0.00792614727594577,0.002574304243469566,0.0008129381821482841,0.002371069697932495,0.00047421393958649896,0.000135489697024714,0.0,0.001083917576197712,0.000270979394049428,0.0,0.0,0.0,0.0,6.7744848512357e-05,0.000135489697024714,0.0,0.001558131515784211,0.000880683030660641,0.0,0.0,0.000541958788098856,0.0,0.000135489697024714,0.00047421393958649896,0.00047421393958649896
Nevada,100.0,25.251292200059172,74.74870779994083,70.32866674456746,49.9580661709193,9.088411594620869,0.7589940190425993,9.298370796154352,0.7093115476317745,0.5155126161985576,4.420041055373373,4.006462450576508,0.6329024756705062,0.9711079232561204,0.9880554885664018,0.13918550581231048,0.656687078330901,0.1156080861019191,0.11714123993194454,0.025939305340430596,0.09211353957152908,0.014544243090241436,0.0045165883100749754,0.005345320110088732,0.22073271493366417,0.018149226420301277,0.0044337151300736,0.374338154066214,0.09314945432154628,0.03397800380056403,0.007624332560126564,0.022872997680379693,0.02941997890048837,0.007168530070118997,0.007417149610123124,0.14059434987233388,0.005635376240093548,0.0007044220300116934,0.00596686896009905,0.0015745904200261383,0.0038536028700639695,0.008204444820136193,0.0020303929100337044,0.0005801122600096299,0.0019475197300323288,8.28731800013757e-05,0.0,0.0015331538300254503,0.033480764720555785,0.008825993670146512,0.002237575860037144,0.006422671450106616,0.004350841950072224,0.0009530415700158205,0.0004558024900075663,0.00733427643012175,8.28731800013757e-05,0.0002071829500034392,0.001408844060023387,0.0009116049800151326,0.0001657463600027514,0.0,0.00012430977000206354,0.0,0.005262446930087357,0.002941997890048837,0.0015331538300254503,4.143659000068785e-05,0.0003314927200055028,0.0003729293100061906,4.143659000068785e-05,0.0004972390800082542,0.0004972390800082542
New Hampshire,100.0,3.5514152121925977,96.4485847878074,93.18217510797015,88.85239318984902,1.2365706535317842,0.17221686832994254,2.497501516936146,0.02703715601242103,0.39645572331084694,3.2664096798372415,3.1547810258057605,0.31828889602741195,1.3057250954777455,0.3961880286968626,0.02775100831637934,1.0212549523503587,0.01757861298497341,0.009726237641431988,0.0039261876717707105,0.025787914480493987,0.0032123353678123997,0.0006246207659635222,0.0018738622978905664,0.01356319377520791,0.008209301495520576,0.0010707784559374665,0.10395474176392903,0.041938822857550774,0.01731091837098904,0.0009815469179426776,0.011064710711353822,0.009637006103437198,0.001427704607916622,0.0051754292036977545,0.009637006103437198,0.0027661776778384554,0.0009815469179426776,8.923153799478887e-05,0.0011600099939322553,0.0,0.0008030838419530999,0.0003569261519791555,0.0003569261519791555,0.0,0.0,0.0,0.0002676946139843666,0.006067744583645644,0.0016061676839061998,0.00017846307598957774,0.0019630938358853552,8.923153799478887e-05,0.0,0.0,0.0008923153799478888,0.000713852303958311,0.00017846307598957774,0.0,0.0002676946139843666,0.0,8.923153799478887e-05,0.0,8.923153799478887e-05,0.0012492415319270444,0.0002676946139843666,0.0,0.0005353892279687332,0.0,0.00017846307598957774,0.0002676946139843666,0.0003569261519791555,0.0003569261519791555
New Jersey,100.0,19.721712164431953,80.27828783556805,77.75804079211021,54.473659272850625,12.31848389918847,0.11274070187919483,10.171370261669948,0.021781794759459492,0.6600048617625125,2.520247043457839,2.3789675209543337,0.41999310563621106,0.37353168591915464,0.3985821232717739,0.014708891669218863,0.7213125110728701,0.11133985505355493,0.056528289552292096,0.011275443567160306,0.18947140006399948,0.01545051645926351,0.0006866896204117117,0.005081503191046666,0.02282556298248529,0.03370272656980681,0.00447721632508436,0.1253757908947703,0.06339518575640922,0.015532919213712918,0.001345911656006955,0.014406748236237709,0.0052463086999454765,0.0007416247900446485,0.002307277124583351,0.006949298958566522,0.004161339099694973,0.00032961101779762156,0.002430881256257459,0.00038454618743055853,0.0018677957675198556,0.0011536385622916755,0.0036119874033656027,0.000412013772247027,0.00013733792408234232,0.00038454618743055853,9.613654685763963e-05,0.00048068273428819813,0.013459116560069546,0.00545231558606899,0.0009476316761681621,0.003296110177976216,0.00048068273428819813,0.0017853930130704502,0.00019227309371527926,0.00021974067853174772,0.0002060068861235135,6.866896204117116e-05,0.0003158772253893874,0.00015107171649057655,0.00015107171649057655,0.0,0.00013733792408234232,5.493516963293693e-05,0.002128737823276306,0.0012772426939657835,0.0007004234128199458,1.3733792408234233e-05,4.1201377224702695e-05,9.613654685763963e-05,0.0,0.0003158772253893874,0.0003158772253893874
New Mexico,100.0,44.34221340106615,55.65778659893385,53.100600431119425,40.51656234422561,1.8778649521137725,8.38077619800987,1.7687122976420218,0.07315485338827778,0.4835297857398677,2.557186167814427,2.423506198028175,0.2805998087845617,0.9696221268111013,0.3605271298343064,0.037889210970909505,0.5887775939923942,0.06796872950337068,0.021415640983557544,0.004453965218802567,0.022391852538363587,0.016107490654299693,0.007016520550168427,0.010433260991989575,0.028127095422849083,0.006101322217537762,0.0020744495539628395,0.11934186257503863,0.0452718108541302,0.010616300658515708,0.0012202644435075525,0.007077533772343804,0.012873789879004678,0.0036607933305226577,0.008358811438026734,0.01769383443085951,0.003294713997470392,0.0007931718882799091,0.001647356998735196,0.0008541851104552868,0.0010982379991567972,0.0009151983326306644,0.0006101322217537762,0.00024405288870151052,0.0009762115548060421,0.0001830396665261329,0.0004270925552276434,0.0015253305543844406,0.011592512213321748,0.00359978010834728,0.00048810577740302104,0.0023795156648397276,0.0010982379991567972,0.0007931718882799091,0.0003050661108768881,0.0014643173322090631,6.101322217537763e-05,6.101322217537763e-05,0.0003660793330522658,0.00024405288870151052,0.00024405288870151052,0.00024405288870151052,0.0,0.00024405288870151052,0.0020134363317874616,0.0001830396665261329,0.0011592512213321748,0.0003050661108768881,0.0,0.0003660793330522658,0.0,0.0007321586661045316,0.0007321586661045316
